,time (ns),deg test,absolute error (deg),RHEE manual x-,RHEE manual y-,RHEE proprio x-,RHEE proprio y-,RTOE manual x-,RTOE manual y-,RTOE proprio x-,RTOE proprio y-
0,1712651263049958900,-5,0.1034460553735499,174.6597949595644,302.5961182428128,174.6008108326185,302.75253382922335,-57.04182058206962,294.51392933084173,-56.82615610244135,294.2615545428165
1,1712651276825847400,10,-1.3622310795025143,174.04439703345744,300.3641135784835,174.03673413483085,300.1806807991293,-52.83369470764617,350.6030048379208,-53.79983463355412,344.97799261700294
2,1712651293983705500,-10,1.6622569765351916,174.50439717454245,303.0927759790604,174.4569784462565,303.4369052999669,-55.72376763058804,277.92524787868484,-54.68342809179919,271.63775395332425
3,1712651317815515900,-15,2.842154242753864,174.43622742548536,303.7557576596372,174.27258583270947,304.2618753254177,-52.583043362220096,259.08575618923226,-49.42872423500469,248.59514875231423
4,1712651335373375100,5,-1.9284743747176387,173.8130325852494,300.4437788136018,173.83184969251386,300.02947940458296,-55.81294513838234,334.0006661979424,-55.838901124242796,325.73320184555166
5,1712651350349254300,15,-0.8113974013587928,173.13590943511105,298.3305708331996,173.0338296777362,298.386021270565,-47.72197614785886,370.32802266672275,-47.93253838967906,366.9727469546675
6,1712651365661130400,15,-4.892148097581305,173.1390901203877,298.15799478868377,173.19463017755024,298.8117508820476,-47.495858882146244,371.68511875534534,-51.74854304618761,352.9762436572115
7,1712651380249012600,-15,2.264362415084655,174.2502622547335,302.7033850832238,174.2335247837589,303.16888642752116,-52.935203799452395,260.0063343129422,-50.2886001556151,251.71212233363798
8,1712651395756887500,10,-0.39106610928926955,172.95435355717052,298.8028540359775,172.72487571942298,298.45283292154,-52.319598925455125,352.7456265793811,-53.23034355094876,350.9307113851568
9,1712651409698774400,-5,4.824078847103037,173.87829102463917,300.5699560000772,173.94968661616372,301.38070744109206,-57.68344818642547,295.6845113150155,-55.95423131809796,277.0841031275083
10,1712651427578626800,5,0.7102534453036942,173.075396668809,299.10932259341314,173.03363175548336,298.7130323001334,-56.08545021636417,335.5309192449905,-54.74054694334735,337.8149745912084
11,1712651443204504300,-10,-2.4087030836074677,173.95773226184164,301.2500703811674,173.85179998852544,300.97715531678864,-56.32824432197465,277.94693164801913,-57.47830549451523,287.3571384574188
12,1712651456388398000,10,-0.21754406972660156,172.62592470239164,298.3464239954513,172.48497488584843,298.0333731933135,-52.47016561311714,354.6341828551616,-52.20272496840293,353.31341190596277
13,1712651473584259200,-5,0.5039845871351732,173.7849722586462,300.33568475188423,173.81713356625508,300.51677110689457,-57.99349900511209,296.644286128062,-57.41926591390029,294.7991528646546
14,1712651486430155300,15,-1.619187797770401,172.1822621286507,297.4547125330623,172.08337422948586,297.3849616049026,-48.44940158625402,369.62451384199466,-49.7457700436605,363.06852530380775
15,1712651500442038900,-15,1.2668227337551254,173.9636847328588,301.6130050393389,173.8582809726918,302.05120250456173,-52.25975377777204,258.19541880667015,-51.27244273848355,253.65944851668073
16,1712651513884930300,5,0.8527990029579033,172.728125492945,298.439614401153,172.43042481940455,298.06313707732244,-56.06450514062731,336.72389466696717,-54.974833340015685,339.603718133539
17,1712651532829795700,-10,-10.777245642771854,173.735013741427,300.4891331916494,172.88459924069798,298.92612568880725,-56.49599506407108,278.80609448222884,-57.56624857074676,320.6980843251293
